Nom de la Recette,Ingredients,Puree Preparation,Duree Cuisson,Duree Repos,Etapes de Preparation,URL Recette,URL_Image,Ingredient_lem_token,Ingredient_stem_token
Cookies aux flocons d’avoine et pépites de  (...),120 g de flocons d’avoine//240 g de farine//2 œufs//1 sachet de levure//1 sachet de sucre vanillé//120 g de pépites de chocolat//150 g de sucre roux (vergeoise ou miel)//75 g de beurre mou//75 g de margarine (je préfère le beurre perso),10 min,10 min,,"Préchauffer le four à 180°C.//Mélanger flocons, farine et sucre (vanillé et roux), puis malaxer à la main avec œufs, levure, sucre et beurre/margarine, ajouter ensuite les pépites.//Former de petites boules de pâte légèrement aplaties sur une plaque à pâtisserie recouverte d’une feuille de cuisson, bien espacées.//Enfourner 10 min environ, pas plus, car ça continue de cuire après être sorti du four.",https://www.cuisine-libre.org/cookies-avoine-pepites-chocolat,https://www.cuisine-libre.org/local/cache-gd2/e0/cfcbf85957bbdeacb5356171aa5942.jpg?1644795614,vergeoise chocolat préfère pépite farine œuf avoine sachet levure sucre margarine perso flocon beurre roux vanillé miel,chocolat pepit levur flocon sachet oeuf prefer perso margarin sucr vergeoi beurr roux miel vanil farin avoin
Galette aux dattes,600 g de pâte feuilletée(2 pâtons de 300 g)//150 g de dattes//4 cuillères à soupe de rhum ambré//25 cl de lait//1 œuf+ 2 jaunes//50 g de sucre en poudre//20 g de Maïzena//20 g de beurre//1 cuillère à soupe de sucre glace,30 min,30 min,30 min,"Dénoyauter les dattes et les couper en dés. Les mettre dans un petit saladier et les arroser avec le rhum et 4 cuillerées à soupe d‘eau.Laisser macérer 30 min.//Au bout de ce temps, les mixer finement avec le rhum et l‘eau, à l‘aide d‘un mixeur.//Préparer la crème de garniture : faire chauffer le lait dans une casserole sans le laisser bouillir.//Dans un saladier, travailler l’œuf et un jaune au batteur avec le sucre en poudre jusqu‘à ce que le mélange blanchisse.//Incorporer la Maïzena, puis délayer avec le lait chaud.//Reverser la crème dans la casserole et laisser cuire sur feu doux jusqu‘à épaississement, sans cesser de fouetter. Hors du feu, incorporer le beurre, puis, lorsque la crème a refroidi, les dattes mixées.//Préchauffer le four : Th 6 - 220°C.//Abaisser l’un des pâtons en un disque de 26 cm de Ø et l’autre en un disque de 28 cm de Ø. Poser le plus grand sur la tôle du four légèrement humidifiée.//Garnir cette abaisse avec la crème aux dattes, en l’égalant régulièrement et en laissant une marge de 2 cm sur le pourtour.//Glisser une fève dans la crème (ou une datte entière). Mouiller au pinceau tout le bord de la pâte.//Poser la deuxième abaisse sur la garniture et la faire adhérer à la pâte du dessous en appuyant sur le pourtour. Rabattre la pâte du dessous par-dessus, en appuyant bien du bout des doigts, puis appuyer avec la pointe d‘un couteau afin de souder définitivement.//Badigeonner la galette au pinceau avec le jaune d’œuf restant additionné d‘une cuillère à café d’eau, puis dessiner des motifs à la pointe du couteau sur le dessus.//Enfourner à mi-hauteur et laisser cuire 10 min. puis baisser la température : Th 5 - 200°C, et poursuivre la cuisson 10 min.//Au bout de ce temps. délayer le sucre glace dans une cuillère à soupe d‘eau et badigeonner la galette avec ce sirop.//Remettre au four 10 min, jusqu’à ce que la galette soit gonflée et bien dorée, d’un bel aspect laqué.",https://www.cuisine-libre.org/galette-aux-dattes,https://www.cuisine-libre.org/local/cache-gd2/13/23f7f7ffb616127e430a7a16523eef.jpg?1644795762,maïzena œuf glace sucre cuillère feuilletée ambré pâton jaune lait pâte poudre beurre rhum cuillère datte,poudr ambr cuiller glace oeuf jaun beurr lait feuillete maizena paton datt pate rhum sucr
Cake au citron et aux graines de pavot,"180 g de farine//3 œufs//140 g de sucre//12 cl d’huile de graines de pavot (blanc, gris ou bleu, selon l’intensité désirée)ou 100 g de beurre doux fondu//1 sachet de levure chimique//2 citrons jaunes non traités//1 c. à soupe de graines de pavot//100 g de sucre glace//1 citron pressé",20 min,50 min,,"Préchauffez votre four à 180°C.//Commencez par fouetter ensemble le sucre et les blancs d’œufs jusqu’à ce que le mélange blanchisse, devienne mousseux et double de volume.//Pendant ce temps, lavez les citrons. Prélevez le zeste de l’un et hachez-le finement. Pressez les citrons pour en extraire le jus.//Pesez la farine. Mélangez les ingrédients solides : farine, levure, zeste et graines de pavot. Dans un grand bol, fouettez ensemble les jaunes d’œufs, l’huile et le jus de 2 citrons. Ajoutez la farine et mélangez bien. Incorporez ensuite le mélange œufs-sucre, progressivement, en soulevant la pâte délicatement.//Versez la pâte dans un grand moule à cake ou dans des moules individuels. Enfournez et laissez cuire jusqu’à ce que le centre soit bombé et que les bords du gâteau se soient légèrement décollés du moule, soit environ 45/50 minutes pour un grand cake, 25/30 minutes pour les portions individuelles. La lame d’un couteau plongée dans le cake doit ressortir sèche.//Dès que le gâteau sort du four piquez-le en divers endroits avec une broche. Laissez-le refroidir dans son moule.//Pendant ce temps, préparez un glaçage (c’est facultatif, mais très bon) : chauffez doucement le jus de citron avec le sucre glace, jusqu’à ce que le mélange devienne clair. Versez sur le cake, qui s’en imprégnera plus facilement grâce aux trous effectués précédemment.//Quand le cake est froid, démoulez-le et coupez-le en tranches, puis servez pour le goûter ou le petit déjeuner, avec un thé ou un yaourt grec crémeux.",https://www.cuisine-libre.org/cake-au-citron-et-aux-graines-de-pavot,https://www.cuisine-libre.org/local/cache-gd2/25/a6cf3c0f63bc5133ed9a198602cffc.jpg?1644794244,sachet pavot doux huile œuf glace bleu jaune gri désirée graine beurre pressé traité selon sucre non citron intensité farine levure blanc chimique,sachet pavot chimiqu desire doux jaun grain pres levur glace gri oeuf bleu farin selon trait non citron intensit blanc huil beurr sucr
Cookies menthe chocolat,3¾ tasses (450 g) de farine tout usage//2 c. à café de bicarbonate de soude//1 c. à café de sel//½ tasse de beurre doux fondu//¾ c. à soupe de beurre doux ramolli à température ambiante//1⅓ tasse (256 g) de cassonade brune//1 tasse (192 g) de sucre blanc granulé//2 gros œufs à température ambiante//1 c. à soupe d’extrait de vanille//¼ c. à café d’extrait de menthe//colorant alimentaire vert (facultatif)//3 tasses de pépites de chocolat,20 min,10 min,2 h,"Préparer la pâte comme pour n’importe quels cookies. Dans un petit bol, fouetter ensemble la farine tamisée, la levure et le sel ; mettre de côté.//Au batteur électrique, battre les beurres (fondu et ramolli) avec les deux sucres à vitesse moyenne pendant environ 3 minutes, jusqu’à ce qu’ils soient légers et mousseux. Incorporer les œufs, un à un. Ajouter les arômes de vanille et de menthe. Pour fêter la Saint Patrick ajouter quelques goutes de colorant vert. Mélanger.//Ajouter lentement la farine, à basse vitesse, jusqu’à incorporation. Ajouter les pépites de chocolat et mélanger délicatement à l’aide d’une spatule en caoutchouc ou d’une cuillère en bois.//Former de petites boules de 3 cuillères à soupe chacune. Couvrir et réfrigérer pendant au moins 2 heures (ou jusqu’à 3 jours). Ces boules de pâte peuvent aussi être congelées pour une utilisation ultérieure.//Préchauffer le four à 180°C/350°F. Disposer les boules de pâte sur une plaque à pâtisserie, espacées de 5 cm. Enfourner et cuire 9 à 12 minutes, jusqu’à ce que les bords commencent à dorer légèrement. Laisser reposer quelques minutes avant de transférer sur une grille pour laisser refroidir complètement. Conserver à température ambiante dans un contenant hermétique.",https://www.cuisine-libre.org/cookies-menthe-chocolat,https://www.cuisine-libre.org/local/cache-gd2/65/15b48c4f8fe28c6024e8d41c09a2bd.jpg?1644794933,¼ menthe doux température cassonade pépite œuf colorant beurre café chocolat ¾ vanille sucre ambiante vert granulé sel ½ alimentaire bicarbonate farine brune facultatif blanc tasse ⅓,pepit temperatur doux oeuf bicarbon vanil tas farin cafe chocolat alimentair vert sel menth brune cassonad granul blanc ambiant facultatif beurr color sucr
Mini tartes à la compotée de pommes et amandes,250 g de pâte feuilletée//5 belles pommes reinette//50 g d’amandes émondées//2 cuillères à soupe de sucre//1/2 cuillères à café de cannelle,,,,"Eplucher et faire cuire 5 min les pommes coupées en morceaux dans une poêle avec un couvercle, ajouter la cannelle, puis cuire encore 5 min en enlevant le couvercle de manière à faire évaporer le jus des fruits rapidement sans les laisser se réduire en bouillie. Mettre de côté à refroidir.//Dans une poêle, faire griller les amandes, quand elles commencent à prendre un peu de couleur, ajouter le sucre et laisser caraméliser en tournant doucement.//Étaler la pâte et découper à l’emporte-pièce 12 ronds dont vous chemiserez les petits moules, garder le reste de pâte pour la décoration.//Mélanger les amandes au caramel à la compotée, puis ajouter cette préparation dans les moules à muffins.Avec le reste de pâte découper des lanières et décorer chaque moule, saupoudrez d’un peu de sucre et mettre au four 200°C pendant 15 min.//Servir tiède avec une boule de glace à la vanille bourbon.",https://www.cuisine-libre.org/mini-tartes-a-la-compotee-de-pommes-et-amandes,https://www.cuisine-libre.org/local/cache-gd2/09/4e0973b6bb7225b44fdd197f8665fc.jpg?1644797794,émondée pomme belle sucre cannelle cuillère feuilletée reinette amande pâte café,pomm cuiller cafe reinett emonde feuillete pate cannel bell amand sucr
Gâteau de noix,150 g de cerneaux de noix//150 g de sucre//40 g de farine//10 g de fécule de pomme de terre//3 œufs//1 pincée de sel//100 g de beurre,15 min,40 min,,"Moudre finement les cerneaux de noix. Mélanger 75 g de sucre avec les noix moulues. Ajouter la pincée de sel, mélanger.//Préchauffer le four à 180°C.//Faire ramollir le beurre (environ 2 minutes au four micro-ondes puissance 350 W). Mélanger les 75 g de sucre restant avec le beurre.//Ajouter au mélange noix sucre, mélanger. Ajouter la farine et la fécule, mélanger. Ajouter les œufs un à un en mélangeant.//Chemiser un moule rond d’environ 20 cm de diamètre (ou mettre un papier sulfurisé). Mettre au four environ 35 à 40 min. Laisser refroidir sur une grille.",https://www.cuisine-libre.org/gateau-de-noix,https://www.cuisine-libre.org/local/cache-gd2/2d/ded4154f7b1a6dba39e610cc1ad660.jpg?1644796359,farine fécule noix œuf sucre terre cerneaux pomme beurre sel,pomm noix oeuf beurr cerneaux sel terr fecul farin sucr
Pain d’épices au citron,125 g de farine de seigle//10 g de levure chimique//125 g de miel//6 cl de lait//2 œufs//30 g d’écorces de citron confit//3 pincées de cannelle//1 pincée de poudre d’anis//1 pincée de muscade râpée//1 pincée de clous de girofle - moulue,25 min,1 h,,"Préchauffer le four à 160°C - Th 5/6.//Tamiser la farine et la levure chimique, les verser dans une terrine en formant un puits.//Dans une petite casserole, chauffer le miel à 60°C afin d’obtenir une bonne dissolution, puis le verser dans le puits de farine.//Mélanger le lait et les 2 œufs. les incorporer également dans la farine. Mélanger au fouet de façon à obtenir une pâte lisse et fluide.//Ajouter ensuite les écorces de citrons confits coupées en petits dés et les épices. Mélanger à nouveau.//Verser la préparation jusqu’à mi-hauteur dans un moule chemisé de papier de cuisson - sulfurisé - beurré. Enfourner pendant 1 h.//Démouler le pain d’épices dès la sortie du four puis le couvrir d’un torchon. Consommé 24 h après cuisson, il sera plus moelleux. Afin de bien le conserver, l’envelopper dans un film de alimentaire.",https://www.cuisine-libre.org/pain-d-epices-au-citron,https://www.cuisine-libre.org/local/cache-gd2/b9/8272570040e838368e3daaab38f8a9.jpg?1644795049,moulue clou girofle œuf écorce ani cannelle râpée lait muscade citron farine seigle levure chimique poudre miel pincée confit,chimiqu muscad girofl levur ecorc oeuf rape ani cannel pince farin seigl moulu lait clou citron poudr miel confit
Tarte amandine aux cassis,1 pâte à tarte sucrée//250 g de cassis//100 g de sucre//100 g de poudre d’amande//50 g de beurre fondu//2 œufs//50 g d’amandes effilées,20 min,40 min,,"Préchauffez le four à 200°C/th.6.//Étaler la pâte et la disposer dans un moule à tarte.//Mélanger les œufs, le sucre, la poudre d’amande et le beurre fondu.//Répartir les grains de cassis sur le fond de tarte. Recouvrir avec la préparation aux amandes et parsemer d’amandes effilées.//Enfourner et cuire 35 à 40 minutes à 170°C.",https://www.cuisine-libre.org/tarte-amandine-aux-cassis,https://www.cuisine-libre.org/local/cache-gd2/87/e38c94ec3997c805062f5b54fbc09c.jpg?1644795647,œuf tarte sucre amande beurre pâte poudre sucrée cassi amande effilée,poudr cassi oeuf sucre effile tart beurr pate amand sucr
"Cookies noisettes, épeautre et chocolat",1 œuf//70 g de farine complète T110//50 g de flocons d’épeautre//40 g de sucre complet//30 g de cassonade//120 g de purée de noisette//2 càs d’huile de noisette//1/2 càc de levure chimique//1 càc d’extrait de vanille//1 pincée de gros sel//30 g de chocolat Dulcey de Valrhona,25 min,12 min,,"Préchauffer le four à 180°C. Concasser grossièrement le chocolat pour faire de grosses pépites.//Dans un saladier, mélanger la purée de noisette avec les sucres, l’huile, l’extrait de vanille. Ajouter l’œuf et mélanger. Puis la farine, les flocons d’épeautre, la levure, le sel et les pépites de chocolat.Mélanger à la main pour obtenir une boule de pâte.//Détailler en boules d’environ 25 g et les aplatir légèrement avec la main et les disposer sur une plaque à four.//Cuire 12 min en intervertissant les plaques à mi-cuisson. Laisser reposer quelques minutes à la sortie du four puis les décoller de la plaque.",https://www.cuisine-libre.org/cookies-noisettes-epeautre-et-chocolat,https://www.cuisine-libre.org/local/cache-gd2/39/9ef52dba6f3720bdea4a8749b63d3b.jpg?1644796901,cà épeautre complet huile valrhona cassonade œuf noisette chocolat dulcey vanille sucre t sel farine levure chimique càc flocon purée complète,epeautr chimiqu complet valrhona levur oeuf noisett vanil ca farin chocolat dulcey t sel cassonad pure huil flocon sucr
Gâteau ardéchois,250 g de confiture de châtaigne Ardéch’Oise vanillée//150 g de farine de blé//3 œufs//125 g de beurre fondu//100 g de sucre en poudre//40 g de noix//3 cuillères à soupe de rhum//1 sachet de levure,15 min,30 min,1 h,"Fouetter les œufs avec le sucre jusqu’à ce que le mélange blanchisse. Incorporer le beurre fondu, puis verser progressivement la farine tamisée et la levure.//Ajouter les noix préalablement hachées, la confiture de châtaigne et le rhum, puis mélanger. Préchauffer le four à 180°C, verser la pâte dans un moule légèrement huilé puis enfourner 30 à 35 minutes.//Démouler et laisser refroidir.",https://www.cuisine-libre.org/gateau-ardechois,https://www.cuisine-libre.org/local/cache-gd2/02/7ab95093b3d1bc7c135f03ecf032a8.jpg?1644803829,poudre farine œuf noix châtaigne sachet sucre ardéch cuillère levure confiture beurre blé vanillée rhum,poudr ardech cuiller levur noix sachet vanille oeuf ble beurr farin rhum chataign confitur oi sucr
